Activity,Set #,Weight,Reps,Date,Volume,LLTB,Core,PDT,GHQC,Sum,DOW,Month,Break Time
Shoulder Press,4.0,70.0,5.0,2021-08-03,350.0,35.0,0.0,315.0,0.0,350.0,Tuesday,8.0,60
Shoulder Press,5.0,60.0,9.0,2021-08-03,540.0,54.0,0.0,486.0,0.0,540.0,Tuesday,8.0,30
Bench Press,1.0,80.0,10.0,2021-08-03,800.0,0.0,80.0,720.0,0.0,800.0,Tuesday,8.0,120
Bench Press,2.0,80.0,10.0,2021-08-03,800.0,0.0,80.0,720.0,0.0,800.0,Tuesday,8.0,180
Bench Press,3.0,80.0,10.0,2021-08-03,800.0,0.0,80.0,720.0,0.0,800.0,Tuesday,8.0,30
Bench Press,4.0,80.0,10.0,2021-08-03,800.0,0.0,80.0,720.0,0.0,800.0,Tuesday,8.0,120
Bench Press,5.0,80.0,10.0,2021-08-03,800.0,0.0,80.0,720.0,0.0,800.0,Tuesday,8.0,90
Barbell Row,1.0,90.0,10.0,2021-08-03,900.0,810.0,0.0,0.0,90.0,900.0,Tuesday,8.0,60
Barbell Row,2.0,90.0,10.0,2021-08-03,900.0,810.0,0.0,0.0,90.0,900.0,Tuesday,8.0,180
Barbell Row,3.0,90.0,10.0,2021-08-03,900.0,810.0,0.0,0.0,90.0,900.0,Tuesday,8.0,150
Barbell Row,4.0,90.0,10.0,2021-08-03,900.0,810.0,0.0,0.0,90.0,900.0,Tuesday,8.0,90
Barbell Row,5.0,90.0,10.0,2021-08-03,900.0,810.0,0.0,0.0,90.0,900.0,Tuesday,8.0,150
Squat,1.0,50.0,5.0,2021-08-04,250.0,25.0,25.0,0.0,200.0,250.0,Wednesday,8.0,90
Squat,2.0,55.0,6.0,2021-08-04,330.0,33.0,33.0,0.0,264.0,330.0,Wednesday,8.0,60
Squat,3.0,60.0,5.0,2021-08-04,300.0,30.0,30.0,0.0,240.0,300.0,Wednesday,8.0,90
Squat,4.0,70.0,5.0,2021-08-04,350.0,35.0,35.0,0.0,280.0,350.0,Wednesday,8.0,120
Squat,5.0,70.0,5.0,2021-08-04,350.0,35.0,35.0,0.0,280.0,350.0,Wednesday,8.0,120
Deadlift,1.0,60.0,10.0,2021-08-04,600.0,180.0,60.0,0.0,360.0,600.0,Wednesday,8.0,150
Deadlift,2.0,60.0,10.0,2021-08-04,600.0,180.0,60.0,0.0,360.0,600.0,Wednesday,8.0,150
Deadlift,3.0,60.0,10.0,2021-08-04,600.0,180.0,60.0,0.0,360.0,600.0,Wednesday,8.0,120
Deadlift,4.0,60.0,10.0,2021-08-04,600.0,180.0,60.0,0.0,360.0,600.0,Wednesday,8.0,150
Deadlift,5.0,60.0,10.0,2021-08-04,600.0,180.0,60.0,0.0,360.0,600.0,Wednesday,8.0,120
Bicep Curl,1.0,20.0,5.0,2021-08-04,100.0,100.0,0.0,0.0,0.0,100.0,Wednesday,8.0,120
Bicep Curl,2.0,15.0,10.0,2021-08-04,150.0,150.0,0.0,0.0,0.0,150.0,Wednesday,8.0,150
Bicep Curl,3.0,15.0,10.0,2021-08-04,150.0,150.0,0.0,0.0,0.0,150.0,Wednesday,8.0,180
Tricep Extension,1.0,15.0,10.0,2021-08-04,150.0,0.0,0.0,150.0,0.0,150.0,Wednesday,8.0,90
Tricep Extension,2.0,20.0,10.0,2021-08-04,200.0,0.0,0.0,200.0,0.0,200.0,Wednesday,8.0,90
Tricep Extension,3.0,20.0,9.0,2021-08-04,180.0,0.0,0.0,180.0,0.0,180.0,Wednesday,8.0,90
Lunge,1.0,60.0,10.0,2021-08-05,600.0,0.0,0.0,0.0,600.0,600.0,Thursday,8.0,90
Lunge,2.0,60.0,9.0,2021-08-05,540.0,0.0,0.0,0.0,540.0,540.0,Thursday,8.0,180
Lunge,3.0,50.0,8.0,2021-08-05,400.0,0.0,0.0,0.0,400.0,400.0,Thursday,8.0,120
Sumo Deadlift,1.0,50.0,9.0,2021-08-05,450.0,0.0,45.0,0.0,405.0,450.0,Thursday,8.0,120
Sumo Deadlift,2.0,50.0,9.0,2021-08-05,450.0,0.0,45.0,0.0,405.0,450.0,Thursday,8.0,90
Sumo Deadlift,3.0,50.0,9.0,2021-08-05,450.0,0.0,45.0,0.0,405.0,450.0,Thursday,8.0,90
Front Squat,1.0,70.0,10.0,2021-08-05,700.0,0.0,70.0,0.0,630.0,700.0,Thursday,8.0,180
Front Squat,2.0,70.0,10.0,2021-08-05,700.0,0.0,70.0,0.0,630.0,700.0,Thursday,8.0,90
Front Squat,3.0,70.0,10.0,2021-08-05,700.0,0.0,70.0,0.0,630.0,700.0,Thursday,8.0,60
Squat,1.0,40.0,8.0,2021-08-05,320.0,32.0,32.0,0.0,256.0,320.0,Thursday,8.0,150
Squat,2.0,40.0,8.0,2021-08-05,320.0,32.0,32.0,0.0,256.0,320.0,Thursday,8.0,90
Squat,3.0,40.0,8.0,2021-08-05,320.0,32.0,32.0,0.0,256.0,320.0,Thursday,8.0,120
Deadlift,1.0,95.0,5.0,2021-08-06,475.0,142.5,47.5,0.0,285.0,475.0,Friday,8.0,90
Deadlift,2.0,110.0,5.0,2021-08-06,550.0,165.0,55.0,0.0,330.0,550.0,Friday,8.0,60
Deadlift,3.0,120.0,5.0,2021-08-06,600.0,180.0,60.0,0.0,360.0,600.0,Friday,8.0,90
Deadlift,4.0,130.0,5.0,2021-08-06,650.0,195.0,65.0,0.0,390.0,650.0,Friday,8.0,150
Deadlift,5.0,130.0,4.0,2021-08-06,520.0,156.0,52.0,0.0,312.0,520.0,Friday,8.0,90
Squat,1.0,60.0,10.0,2021-08-06,600.0,60.0,60.0,0.0,480.0,600.0,Friday,8.0,120
Squat,2.0,60.0,10.0,2021-08-06,600.0,60.0,60.0,0.0,480.0,600.0,Friday,8.0,90
Squat,3.0,60.0,10.0,2021-08-06,600.0,60.0,60.0,0.0,480.0,600.0,Friday,8.0,90
Squat,4.0,60.0,10.0,2021-08-06,600.0,60.0,60.0,0.0,480.0,600.0,Friday,8.0,90
Squat,5.0,60.0,10.0,2021-08-06,600.0,60.0,60.0,0.0,480.0,600.0,Friday,8.0,120
Tricep Extension,1.0,30.0,6.0,2021-08-06,180.0,0.0,0.0,180.0,0.0,180.0,Friday,8.0,150
Tricep Extension,2.0,30.0,5.0,2021-08-06,150.0,0.0,0.0,150.0,0.0,150.0,Friday,8.0,150
Deadlift,1.0,60.0,7.0,2021-08-07,420.0,126.0,42.0,0.0,252.0,420.0,Saturday,8.0,120
Deadlift,2.0,80.0,5.0,2021-08-07,400.0,120.0,40.0,0.0,240.0,400.0,Saturday,8.0,60
Deadlift,3.0,90.0,5.0,2021-08-07,450.0,135.0,45.0,0.0,270.0,450.0,Saturday,8.0,150
Deadlift,4.0,100.0,5.0,2021-08-07,500.0,150.0,50.0,0.0,300.0,500.0,Saturday,8.0,60
Deadlift,5.0,110.0,5.0,2021-08-07,550.0,165.0,55.0,0.0,330.0,550.0,Saturday,8.0,90
Deadlift,6.0,120.0,5.0,2021-08-07,600.0,180.0,60.0,0.0,360.0,600.0,Saturday,8.0,90
Deadlift,7.0,130.0,5.0,2021-08-07,650.0,195.0,65.0,0.0,390.0,650.0,Saturday,8.0,90
Squat,1.0,60.0,10.0,2021-08-07,600.0,60.0,60.0,0.0,480.0,600.0,Saturday,8.0,90
Squat,2.0,60.0,10.0,2021-08-07,600.0,60.0,60.0,0.0,480.0,600.0,Saturday,8.0,60
Squat,3.0,60.0,10.0,2021-08-07,600.0,60.0,60.0,0.0,480.0,600.0,Saturday,8.0,90
Squat,4.0,60.0,20.0,2021-08-07,1200.0,120.0,120.0,0.0,960.0,1200.0,Saturday,8.0,120
Bench Press,1.0,90.0,5.0,2021-08-08,450.0,0.0,45.0,405.0,0.0,450.0,Sunday,8.0,90
Bench Press,2.0,100.0,5.0,2021-08-08,500.0,0.0,50.0,450.0,0.0,500.0,Sunday,8.0,90
Bench Press,3.0,110.0,6.0,2021-08-08,660.0,0.0,66.0,594.0,0.0,660.0,Sunday,8.0,150
Shoulder Press,1.0,45.0,10.0,2021-08-08,450.0,45.0,0.0,405.0,0.0,450.0,Sunday,8.0,90
Shoulder Press,2.0,45.0,10.0,2021-08-08,450.0,45.0,0.0,405.0,0.0,450.0,Sunday,8.0,60
Shoulder Press,3.0,45.0,10.0,2021-08-08,450.0,45.0,0.0,405.0,0.0,450.0,Sunday,8.0,90
Shoulder Press,4.0,45.0,10.0,2021-08-08,450.0,45.0,0.0,405.0,0.0,450.0,Sunday,8.0,150
Shoulder Press,5.0,45.0,10.0,2021-08-08,450.0,45.0,0.0,405.0,0.0,450.0,Sunday,8.0,120
Barbell Row,1.0,75.0,10.0,2021-08-08,750.0,675.0,0.0,0.0,75.0,750.0,Sunday,8.0,120
Barbell Row,2.0,75.0,10.0,2021-08-08,750.0,675.0,0.0,0.0,75.0,750.0,Sunday,8.0,90
Barbell Row,3.0,75.0,10.0,2021-08-08,750.0,675.0,0.0,0.0,75.0,750.0,Sunday,8.0,60
Barbell Row,4.0,75.0,10.0,2021-08-08,750.0,675.0,0.0,0.0,75.0,750.0,Sunday,8.0,60
Barbell Row,5.0,75.0,10.0,2021-08-08,750.0,675.0,0.0,0.0,75.0,750.0,Sunday,8.0,120
Squat,1.0,60.0,5.0,2021-08-09,300.0,30.0,30.0,0.0,240.0,300.0,Monday,8.0,120
Squat,2.0,70.0,5.0,2021-08-09,350.0,35.0,35.0,0.0,280.0,350.0,Monday,8.0,90
Squat,3.0,75.0,8.0,2021-08-09,600.0,60.0,60.0,0.0,480.0,600.0,Monday,8.0,90
Deadlift,1.0,60.0,10.0,2021-08-09,600.0,180.0,60.0,0.0,360.0,600.0,Monday,8.0,90
Deadlift,2.0,60.0,10.0,2021-08-09,600.0,180.0,60.0,0.0,360.0,600.0,Monday,8.0,90
Deadlift,3.0,60.0,10.0,2021-08-09,600.0,180.0,60.0,0.0,360.0,600.0,Monday,8.0,90
Deadlift,4.0,60.0,10.0,2021-08-09,600.0,180.0,60.0,0.0,360.0,600.0,Monday,8.0,180
Deadlift,5.0,60.0,10.0,2021-08-09,600.0,180.0,60.0,0.0,360.0,600.0,Monday,8.0,120
Shoulder Press,1.0,50.0,10.0,2021-08-10,500.0,50.0,0.0,450.0,0.0,500.0,Tuesday,8.0,180
Shoulder Press,2.0,60.0,10.0,2021-08-10,600.0,60.0,0.0,540.0,0.0,600.0,Tuesday,8.0,90
Shoulder Press,3.0,70.0,6.0,2021-08-10,420.0,42.0,0.0,378.0,0.0,420.0,Tuesday,8.0,60
Shoulder Press,4.0,80.0,4.0,2021-08-10,320.0,32.0,0.0,288.0,0.0,320.0,Tuesday,8.0,120
Bench Press,1.0,75.0,10.0,2021-08-10,750.0,0.0,75.0,675.0,0.0,750.0,Tuesday,8.0,60
Bench Press,2.0,75.0,10.0,2021-08-10,750.0,0.0,75.0,675.0,0.0,750.0,Tuesday,8.0,120
Bench Press,3.0,75.0,10.0,2021-08-10,750.0,0.0,75.0,675.0,0.0,750.0,Tuesday,8.0,90
Bench Press,4.0,75.0,10.0,2021-08-10,750.0,0.0,75.0,675.0,0.0,750.0,Tuesday,8.0,90
Bench Press,5.0,75.0,10.0,2021-08-10,750.0,0.0,75.0,675.0,0.0,750.0,Tuesday,8.0,120
Barbell Row,1.0,60.0,10.0,2021-08-10,600.0,540.0,0.0,0.0,60.0,600.0,Tuesday,8.0,90
Barbell Row,2.0,60.0,10.0,2021-08-10,600.0,540.0,0.0,0.0,60.0,600.0,Tuesday,8.0,150
Barbell Row,3.0,60.0,10.0,2021-08-10,600.0,540.0,0.0,0.0,60.0,600.0,Tuesday,8.0,60
Barbell Row,4.0,60.0,10.0,2021-08-10,600.0,540.0,0.0,0.0,60.0,600.0,Tuesday,8.0,150
Barbell Row,5.0,60.0,10.0,2021-08-10,600.0,540.0,0.0,0.0,60.0,600.0,Tuesday,8.0,90
Deadlift,1.0,65.0,10.0,2021-08-11,650.0,195.0,65.0,0.0,390.0,650.0,Wednesday,8.0,60
Deadlift,2.0,85.0,8.0,2021-08-11,680.0,204.0,68.0,0.0,408.0,680.0,Wednesday,8.0,150
Deadlift,3.0,95.0,10.0,2021-08-11,950.0,285.0,95.0,0.0,570.0,950.0,Wednesday,8.0,120
Squat,1.0,60.0,10.0,2021-08-11,600.0,60.0,60.0,0.0,480.0,600.0,Wednesday,8.0,90
Squat,2.0,60.0,10.0,2021-08-11,600.0,60.0,60.0,0.0,480.0,600.0,Wednesday,8.0,120
Squat,3.0,60.0,10.0,2021-08-11,600.0,60.0,60.0,0.0,480.0,600.0,Wednesday,8.0,120
Squat,4.0,60.0,10.0,2021-08-11,600.0,60.0,60.0,0.0,480.0,600.0,Wednesday,8.0,120
Squat,5.0,60.0,10.0,2021-08-11,600.0,60.0,60.0,0.0,480.0,600.0,Wednesday,8.0,120
Bench Press,1.0,110.0,5.0,2021-08-12,550.0,0.0,55.0,495.0,0.0,550.0,Thursday,8.0,30
Bench Press,2.0,120.0,2.5,2021-08-12,300.0,0.0,30.0,270.0,0.0,300.0,Thursday,8.0,150
Bench Press,3.0,125.0,2.0,2021-08-12,250.0,0.0,25.0,225.0,0.0,250.0,Thursday,8.0,120
Bench Press,4.0,110.0,5.0,2021-08-12,550.0,0.0,55.0,495.0,0.0,550.0,Thursday,8.0,60
Bench Press,5.0,90.0,10.0,2021-08-12,900.0,0.0,90.0,810.0,0.0,900.0,Thursday,8.0,90
Bench Press,6.0,80.0,10.0,2021-08-12,800.0,0.0,80.0,720.0,0.0,800.0,Thursday,8.0,90
Bench Press,7.0,60.0,10.0,2021-08-12,600.0,0.0,60.0,540.0,0.0,600.0,Thursday,8.0,150
Shoulder Press,1.0,45.0,10.0,2021-08-12,450.0,45.0,0.0,405.0,0.0,450.0,Thursday,8.0,120
Shoulder Press,2.0,45.0,10.0,2021-08-12,450.0,45.0,0.0,405.0,0.0,450.0,Thursday,8.0,120
Shoulder Press,3.0,45.0,10.0,2021-08-12,450.0,45.0,0.0,405.0,0.0,450.0,Thursday,8.0,120
Shoulder Press,4.0,45.0,10.0,2021-08-12,450.0,45.0,0.0,405.0,0.0,450.0,Thursday,8.0,120
Shoulder Press,5.0,45.0,10.0,2021-08-12,450.0,45.0,0.0,405.0,0.0,450.0,Thursday,8.0,90
Barbell Row,1.0,80.0,10.0,2021-08-12,800.0,720.0,0.0,0.0,80.0,800.0,Thursday,8.0,120
Barbell Row,2.0,80.0,10.0,2021-08-12,800.0,720.0,0.0,0.0,80.0,800.0,Thursday,8.0,90
Barbell Row,3.0,80.0,10.0,2021-08-12,800.0,720.0,0.0,0.0,80.0,800.0,Thursday,8.0,120
Barbell Row,4.0,80.0,10.0,2021-08-12,800.0,720.0,0.0,0.0,80.0,800.0,Thursday,8.0,120
Barbell Row,5.0,80.0,10.0,2021-08-12,800.0,720.0,0.0,0.0,80.0,800.0,Thursday,8.0,90
Squat,1.0,90.0,3.0,2021-08-13,270.0,27.0,27.0,0.0,216.0,270.0,Friday,8.0,120
Squat,2.0,100.0,3.0,2021-08-13,300.0,30.0,30.0,0.0,240.0,300.0,Friday,8.0,150
Squat,3.0,110.0,3.0,2021-08-13,330.0,33.0,33.0,0.0,264.0,330.0,Friday,8.0,60
Squat,4.0,120.0,6.0,2021-08-13,720.0,72.0,72.0,0.0,576.0,720.0,Friday,8.0,150
Squat,5.0,110.0,6.0,2021-08-13,660.0,66.0,66.0,0.0,528.0,660.0,Friday,8.0,150
Squat,6.0,100.0,6.0,2021-08-13,600.0,60.0,60.0,0.0,480.0,600.0,Friday,8.0,60
Squat,7.0,90.0,5.0,2021-08-13,450.0,45.0,45.0,0.0,360.0,450.0,Friday,8.0,120
Squat,8.0,80.0,6.0,2021-08-13,480.0,48.0,48.0,0.0,384.0,480.0,Friday,8.0,120
Deadlift,1.0,90.0,10.0,2021-08-13,900.0,270.0,90.0,0.0,540.0,900.0,Friday,8.0,90
Deadlift,2.0,90.0,10.0,2021-08-13,900.0,270.0,90.0,0.0,540.0,900.0,Friday,8.0,150
Deadlift,3.0,90.0,10.0,2021-08-13,900.0,270.0,90.0,0.0,540.0,900.0,Friday,8.0,90
Deadlift,4.0,90.0,10.0,2021-08-13,900.0,270.0,90.0,0.0,540.0,900.0,Friday,8.0,150
Deadlift,5.0,90.0,10.0,2021-08-13,900.0,270.0,90.0,0.0,540.0,900.0,Friday,8.0,90
Shoulder Press,1.0,60.0,5.0,2021-08-14,300.0,30.0,0.0,270.0,0.0,300.0,Saturday,8.0,90
Shoulder Press,2.0,70.0,5.0,2021-08-14,350.0,35.0,0.0,315.0,0.0,350.0,Saturday,8.0,30
Shoulder Press,3.0,75.0,5.0,2021-08-14,375.0,37.5,0.0,337.5,0.0,375.0,Saturday,8.0,60
Shoulder Press,4.0,80.0,6.0,2021-08-14,480.0,48.0,0.0,432.0,0.0,480.0,Saturday,8.0,150
Shoulder Press,5.0,75.0,5.0,2021-08-14,375.0,37.5,0.0,337.5,0.0,375.0,Saturday,8.0,90
Shoulder Press,6.0,70.0,5.0,2021-08-14,350.0,35.0,0.0,315.0,0.0,350.0,Saturday,8.0,150
Shoulder Press,7.0,60.0,10.0,2021-08-14,600.0,60.0,0.0,540.0,0.0,600.0,Saturday,8.0,120
Bench Press,1.0,80.0,10.0,2021-08-14,800.0,0.0,80.0,720.0,0.0,800.0,Saturday,8.0,120
Bench Press,1.0,80.0,10.0,2021-08-14,800.0,0.0,80.0,720.0,0.0,800.0,Saturday,8.0,90
Bench Press,1.0,80.0,10.0,2021-08-14,800.0,0.0,80.0,720.0,0.0,800.0,Saturday,8.0,180
Bench Press,1.0,80.0,10.0,2021-08-14,800.0,0.0,80.0,720.0,0.0,800.0,Saturday,8.0,90
Bench Press,1.0,80.0,10.0,2021-08-14,800.0,0.0,80.0,720.0,0.0,800.0,Saturday,8.0,120
Barbell Row,1.0,100.0,10.0,2021-08-14,1000.0,900.0,0.0,0.0,100.0,1000.0,Saturday,8.0,150
Barbell Row,2.0,100.0,10.0,2021-08-14,1000.0,900.0,0.0,0.0,100.0,1000.0,Saturday,8.0,60
Barbell Row,3.0,100.0,10.0,2021-08-14,1000.0,900.0,0.0,0.0,100.0,1000.0,Saturday,8.0,90
Barbell Row,4.0,100.0,10.0,2021-08-14,1000.0,900.0,0.0,0.0,100.0,1000.0,Saturday,8.0,90
Barbell Row,5.0,100.0,10.0,2021-08-14,1000.0,900.0,0.0,0.0,100.0,1000.0,Saturday,8.0,150
Barbell Row,1.0,60.0,10.0,2021-08-15,600.0,540.0,0.0,0.0,60.0,600.0,Sunday,8.0,90
Barbell Row,2.0,60.0,10.0,2021-08-15,600.0,540.0,0.0,0.0,60.0,600.0,Sunday,8.0,60
Barbell Row,3.0,60.0,10.0,2021-08-15,600.0,540.0,0.0,0.0,60.0,600.0,Sunday,8.0,120
Barbell Row,4.0,60.0,10.0,2021-08-15,600.0,540.0,0.0,0.0,60.0,600.0,Sunday,8.0,180
Barbell Row,5.0,60.0,10.0,2021-08-15,600.0,540.0,0.0,0.0,60.0,600.0,Sunday,8.0,150
Bench Press,1.0,60.0,10.0,2021-08-15,600.0,0.0,60.0,540.0,0.0,600.0,Sunday,8.0,60
Bench Press,2.0,65.0,10.0,2021-08-15,650.0,0.0,65.0,585.0,0.0,650.0,Sunday,8.0,120
Bench Press,3.0,70.0,15.0,2021-08-15,1050.0,0.0,105.0,945.0,0.0,1050.0,Sunday,8.0,120
Bench Press,4.0,75.0,14.0,2021-08-15,1050.0,0.0,105.0,945.0,0.0,1050.0,Sunday,8.0,120
Bench Press,5.0,80.0,8.0,2021-08-15,640.0,0.0,64.0,576.0,0.0,640.0,Sunday,8.0,120
Shoulder Press,1.0,30.0,10.0,2021-08-15,300.0,30.0,0.0,270.0,0.0,300.0,Sunday,8.0,150
Shoulder Press,2.0,35.0,10.0,2021-08-15,350.0,35.0,0.0,315.0,0.0,350.0,Sunday,8.0,90
Shoulder Press,3.0,35.0,10.0,2021-08-15,350.0,35.0,0.0,315.0,0.0,350.0,Sunday,8.0,180
Shoulder Press,4.0,35.0,10.0,2021-08-15,350.0,35.0,0.0,315.0,0.0,350.0,Sunday,8.0,60
Shoulder Press,5.0,35.0,10.0,2021-08-15,350.0,35.0,0.0,315.0,0.0,350.0,Sunday,8.0,150
Bicep Curl,1.0,35.0,10.0,2021-08-15,350.0,350.0,0.0,0.0,0.0,350.0,Sunday,8.0,120
Bicep Curl,2.0,35.0,10.0,2021-08-15,350.0,350.0,0.0,0.0,0.0,350.0,Sunday,8.0,120
Bicep Curl,3.0,35.0,10.0,2021-08-15,350.0,350.0,0.0,0.0,0.0,350.0,Sunday,8.0,90
Bicep Curl,4.0,35.0,10.0,2021-08-15,350.0,350.0,0.0,0.0,0.0,350.0,Sunday,8.0,90
Bicep Curl,5.0,35.0,10.0,2021-08-15,350.0,350.0,0.0,0.0,0.0,350.0,Sunday,8.0,90
Tricep Extension,1.0,15.0,10.0,2021-08-15,150.0,0.0,0.0,150.0,0.0,150.0,Sunday,8.0,120
Tricep Extension,2.0,15.0,10.0,2021-08-15,150.0,0.0,0.0,150.0,0.0,150.0,Sunday,8.0,120
Tricep Extension,3.0,15.0,10.0,2021-08-15,150.0,0.0,0.0,150.0,0.0,150.0,Sunday,8.0,90
Tricep Extension,4.0,15.0,10.0,2021-08-15,150.0,0.0,0.0,150.0,0.0,150.0,Sunday,8.0,90
Tricep Extension,5.0,15.0,10.0,2021-08-15,150.0,0.0,0.0,150.0,0.0,150.0,Sunday,8.0,180
Bicep Curl,1.0,50.0,4.0,2021-08-16,200.0,200.0,0.0,0.0,0.0,200.0,Monday,8.0,90
Bicep Curl,2.0,50.0,5.0,2021-08-16,250.0,250.0,0.0,0.0,0.0,250.0,Monday,8.0,120
Bicep Curl,3.0,50.0,4.0,2021-08-16,200.0,200.0,0.0,0.0,0.0,200.0,Monday,8.0,120
Deadlift,1.0,50.0,14.0,2021-08-16,700.0,210.0,70.0,0.0,420.0,700.0,Monday,8.0,90
Deadlift,2.0,50.0,10.0,2021-08-16,500.0,150.0,50.0,0.0,300.0,500.0,Monday,8.0,150
Deadlift,3.0,50.0,10.0,2021-08-16,500.0,150.0,50.0,0.0,300.0,500.0,Monday,8.0,90
Squat,1.0,50.0,8.0,2021-08-16,400.0,40.0,40.0,0.0,320.0,400.0,Monday,8.0,120
Squat,2.0,50.0,8.0,2021-08-16,400.0,40.0,40.0,0.0,320.0,400.0,Monday,8.0,60
Squat,3.0,50.0,8.0,2021-08-16,400.0,40.0,40.0,0.0,320.0,400.0,Monday,8.0,150
Tricep Extension,1.0,15.0,10.0,2021-08-16,150.0,0.0,0.0,150.0,0.0,150.0,Monday,8.0,150
Tricep Extension,2.0,15.0,10.0,2021-08-16,150.0,0.0,0.0,150.0,0.0,150.0,Monday,8.0,150
Tricep Extension,3.0,15.0,12.0,2021-08-16,180.0,0.0,0.0,180.0,0.0,180.0,Monday,8.0,60
Bench Press,1.0,50.0,15.0,2021-08-16,750.0,0.0,75.0,675.0,0.0,750.0,Monday,8.0,90
Bench Press,2.0,50.0,12.0,2021-08-16,600.0,0.0,60.0,540.0,0.0,600.0,Monday,8.0,120
Bench Press,3.0,50.0,11.0,2021-08-16,550.0,0.0,55.0,495.0,0.0,550.0,Monday,8.0,90
Ab Crunch,1.0,20.0,15.0,2021-08-16,300.0,0.0,300.0,0.0,0.0,300.0,Monday,8.0,90
Ab Crunch,2.0,20.0,15.0,2021-08-16,300.0,0.0,300.0,0.0,0.0,300.0,Monday,8.0,60
Ab Crunch,3.0,20.0,15.0,2021-08-16,300.0,0.0,300.0,0.0,0.0,300.0,Monday,8.0,30
Shoulder Press,1.0,55.0,5.0,2021-08-17,275.0,27.5,0.0,247.5,0.0,275.0,Tuesday,8.0,120
Shoulder Press,2.0,65.0,5.0,2021-08-17,325.0,32.5,0.0,292.5,0.0,325.0,Tuesday,8.0,30
Shoulder Press,3.0,70.0,8.0,2021-08-17,560.0,56.0,0.0,504.0,0.0,560.0,Tuesday,8.0,30
Shoulder Press,4.0,70.0,5.0,2021-08-17,350.0,35.0,0.0,315.0,0.0,350.0,Tuesday,8.0,90
Shoulder Press,5.0,70.0,5.0,2021-08-17,350.0,35.0,0.0,315.0,0.0,350.0,Tuesday,8.0,120
Bench Press,1.0,80.0,10.0,2021-08-17,800.0,0.0,80.0,720.0,0.0,800.0,Tuesday,8.0,120
Bench Press,2.0,80.0,10.0,2021-08-17,800.0,0.0,80.0,720.0,0.0,800.0,Tuesday,8.0,90
Bench Press,3.0,80.0,10.0,2021-08-17,800.0,0.0,80.0,720.0,0.0,800.0,Tuesday,8.0,60
Bench Press,4.0,80.0,10.0,2021-08-17,800.0,0.0,80.0,720.0,0.0,800.0,Tuesday,8.0,90
Bench Press,5.0,80.0,10.0,2021-08-17,800.0,0.0,80.0,720.0,0.0,800.0,Tuesday,8.0,120
Barbell Row,1.0,70.0,10.0,2021-08-17,700.0,630.0,0.0,0.0,70.0,700.0,Tuesday,8.0,180
Barbell Row,2.0,70.0,10.0,2021-08-17,700.0,630.0,0.0,0.0,70.0,700.0,Tuesday,8.0,60
Barbell Row,3.0,70.0,10.0,2021-08-17,700.0,630.0,0.0,0.0,70.0,700.0,Tuesday,8.0,30
Barbell Row,4.0,70.0,10.0,2021-08-17,700.0,630.0,0.0,0.0,70.0,700.0,Tuesday,8.0,120
Barbell Row,5.0,70.0,10.0,2021-08-17,700.0,630.0,0.0,0.0,70.0,700.0,Tuesday,8.0,120
Shoulder Press,1.0,60.0,5.0,2021-08-18,300.0,30.0,0.0,270.0,0.0,300.0,Wednesday,8.0,120
Shoulder Press,2.0,65.0,5.0,2021-08-18,325.0,32.5,0.0,292.5,0.0,325.0,Wednesday,8.0,90
Shoulder Press,3.0,70.0,7.0,2021-08-18,490.0,49.0,0.0,441.0,0.0,490.0,Wednesday,8.0,30
Shoulder Press,4.0,70.0,5.0,2021-08-18,350.0,35.0,0.0,315.0,0.0,350.0,Wednesday,8.0,90
Bench Press,1.0,75.0,10.0,2021-08-18,750.0,0.0,75.0,675.0,0.0,750.0,Wednesday,8.0,150
Bench Press,2.0,75.0,10.0,2021-08-18,750.0,0.0,75.0,675.0,0.0,750.0,Wednesday,8.0,90
Bench Press,3.0,75.0,10.0,2021-08-18,750.0,0.0,75.0,675.0,0.0,750.0,Wednesday,8.0,180
Bench Press,4.0,75.0,10.0,2021-08-18,750.0,0.0,75.0,675.0,0.0,750.0,Wednesday,8.0,120
Bench Press,5.0,75.0,10.0,2021-08-18,750.0,0.0,75.0,675.0,0.0,750.0,Wednesday,8.0,180
Barbell Row,1.0,75.0,10.0,2021-08-18,750.0,675.0,0.0,0.0,75.0,750.0,Wednesday,8.0,60
Barbell Row,2.0,75.0,10.0,2021-08-18,750.0,675.0,0.0,0.0,75.0,750.0,Wednesday,8.0,30
Barbell Row,3.0,75.0,10.0,2021-08-18,750.0,675.0,0.0,0.0,75.0,750.0,Wednesday,8.0,120
Barbell Row,4.0,75.0,10.0,2021-08-18,750.0,675.0,0.0,0.0,75.0,750.0,Wednesday,8.0,90
Barbell Row,5.0,75.0,10.0,2021-08-18,750.0,675.0,0.0,0.0,75.0,750.0,Wednesday,8.0,120
Deadlift,1.0,110.0,5.0,2021-08-19,550.0,165.0,55.0,0.0,330.0,550.0,Thursday,8.0,60
Deadlift,2.0,120.0,5.0,2021-08-19,600.0,180.0,60.0,0.0,360.0,600.0,Thursday,8.0,120
Deadlift,3.0,130.0,5.0,2021-08-19,650.0,195.0,65.0,0.0,390.0,650.0,Thursday,8.0,120
Squat,1.0,60.0,10.0,2021-08-19,600.0,60.0,60.0,0.0,480.0,600.0,Thursday,8.0,90
